시도별,작물,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
강원도,"['감귤_-', '감자_가을', '감자_고랭지', '감자_봄', '고추_-', '단감_-', '당근_-', '대파_-', '땅콩_-', '마늘_-', '무_가을', '무_겨울', '무_고랭지', '무_봄', '배_-', '배추_가을', '배추_겨울', '배추_고랭지', '배추_봄', '복숭아_-', '사과_-', '생강_-', '시금치_-', '양배추_-', '양파_-', '쪽파_-', '참깨_-', '포도_-']","[0.0, 765.0, 161222.0, 67685.0, 5019.0, 385.0, 20912.0, 17160.0, 206.0, 4078.0, 52796.0, 0.0, 74033.0, 175829.0, 5986.0, 60499.0, 0.0, 290571.0, 457381.0, 6560.0, 3275.0, 26.0, 2619.0, 39161.0, 10969.0, 10533.0, 673.0, 1918.0]","[0.0, 448.0, 182212.0, 76259.0, 4795.0, 231.0, 11461.0, 22448.0, 337.0, 3769.0, 33509.0, 0.0, 60702.0, 142248.0, 5906.0, 50735.0, 0.0, 215921.0, 329737.0, 6897.0, 2905.0, 50.0, 1807.0, 44361.0, 3179.0, 7543.0, 482.0, 2309.0]","[0.0, 1022.0, 129196.0, 45822.0, 3736.0, 252.0, 11777.0, 19360.0, 168.0, 2349.0, 33894.0, 0.0, 66673.0, 166433.0, 4801.0, 53747.0, 0.0, 238289.0, 403809.0, 7671.0, 2144.0, 45.0, 842.0, 49519.0, 3313.0, 4369.0, 369.0, 2759.0]","[0.0, 1181.0, 125116.0, 60110.0, 3639.0, 194.0, 7188.0, 23436.0, 113.0, 2322.0, 50390.0, 0.0, 48840.0, 139384.0, 7576.0, 59235.0, 0.0, 231642.0, 432614.0, 7962.0, 2023.0, 0.0, 1170.0, 57144.0, 4872.0, 10570.0, 344.0, 2580.0]","[0.0, 1498.0, 151609.0, 72816.0, 3873.0, 201.0, 11009.0, 20320.0, 126.0, 2628.0, 42501.0, 0.0, 48209.0, 100589.0, 5440.0, 49925.0, 0.0, 196058.0, 280550.0, 9177.0, 1506.0, 0.0, 1426.0, 55597.0, 3392.0, 7555.0, 491.0, 3257.0]","[0.0, 1416.0, 95232.0, 61864.0, 3346.0, 298.0, 5704.0, 29743.0, 113.0, 2355.0, 51458.0, 0.0, 56835.0, 146103.0, 3967.0, 72896.0, 0.0, 214406.0, 342322.0, 9155.0, 1762.0, 34.0, 1223.0, 61674.0, 510.0, 3323.0, 348.0, 2956.0]","[0.0, 643.0, 111043.0, 57100.0, 3522.0, 186.0, 4420.0, 34200.0, 181.0, 2596.0, 30704.0, 0.0, 75962.0, 148890.0, 4509.0, 56853.0, 0.0, 208119.0, 295633.0, 8083.0, 1176.0, 38.0, 536.0, 60848.0, 1969.0, 2663.0, 339.0, 3631.0]","[0.0, 820.0, 120960.0, 61062.0, 3378.0, 107.0, 4008.0, 35373.0, 186.0, 3162.0, 47211.0, 0.0, 70652.0, 150446.0, 7589.0, 75771.0, 0.0, 197399.0, 286683.0, 8456.0, 1638.0, 14.0, 991.0, 48770.0, 679.0, 2951.0, 382.0, 5895.0]","[0.0, 886.0, 114631.0, 55699.0, 2959.0, 29.0, 3832.0, 23044.0, 247.0, 3362.0, 36627.0, 0.0, 51300.0, 118126.0, 3498.0, 85480.0, 0.0, 180776.0, 258048.0, 4910.0, 1497.0, 0.0, 1101.0, 68249.0, 2001.0, 2581.0, 404.0, 3553.0]","[0.0, 821.0, 138022.0, 47907.0, 3325.0, 88.0, 4817.0, 35875.0, 189.0, 2944.0, 26276.0, 0.0, 50425.0, 91825.0, 2100.0, 56284.0, 0.0, 117534.0, 172898.0, 3654.0, 1522.0, 0.0, 930.0, 27529.0, 2139.0, 2816.0, 222.0, 3267.0]","[0.0, 335.0, 93349.0, 53841.0, 3016.0, 77.0, 7628.0, 41105.0, 246.0, 3810.0, 58617.0, 0.0, 73346.0, 135348.0, 1890.0, 109193.0, 0.0, 123344.0, 223498.0, 3524.0, 1027.0, 0.0, 725.0, 57298.0, 1131.0, 3211.0, 185.0, 2723.0]","[0.0, 926.0, 125077.0, 63322.0, 2994.0, 54.0, 4406.0, 28876.0, 232.0, 2933.0, 42519.0, 0.0, 69424.0, 111918.0, 1781.0, 82057.0, 0.0, 175221.0, 193341.0, 2407.0, 1422.0, 7.0, 593.0, 43865.0, 1459.0, 4401.0, 229.0, 2440.0]","[16.0, 855.0, 108562.0, 73465.0, 3063.0, 39.0, 3042.0, 55509.0, 246.0, 3539.0, 49452.0, 0.0, 56480.0, 107960.0, 2062.0, 116102.0, 0.0, 185655.0, 233885.0, 2289.0, 2578.0, 13.0, 530.0, 37727.0, 1070.0, 2259.0, 189.0, 2766.0]","[0, 741, 106947, 51919, 2674, 65, 2522, 96624, 234, 2551, 47689, 0, 74191, 108003, 1553, 112985, 0, 161410, 198664, 3478, 2225, 29, 917, 60503, 2043, 3595, 255, 3421]","[0, 369, 131025, 45629, 2780, 66, 2791, 49510, 266, 2385, 48497, 0, 56300, 100902, 1919, 100067, 0, 136675, 187687, 3619, 4472, 44, 361, 45257, 1852, 1087, 281, 2655]","[0, 616, 120345, 43835, 2076, 32, 7640, 25971, 494, 1452, 41865, 0, 82253, 117903, 2320, 95255, 0, 120879, 178623, 4012, 5778, 37, 213, 65661, 996, 1512, 306, 5442]","[0, 485, 98639, 39125, 2064, 30, 4426, 47172, 516, 2100, 37739, 0, 87603, 140167, 3387, 114653, 0, 227851, 322393, 4009, 5550, 252, 181, 46793, 1962, 1896, 327, 3487]","[0, 1113, 91277, 47731, 2113, 4, 3458, 40675, 445, 1999, 50518, 0, 86794, 120716, 2274, 110879, 0, 244705, 306831, 3861, 5506, 36, 142, 52894, 3334, 3466, 325, 2663]","[0, 805, 138378, 59973, 2557, 14, 7917, 53782, 374, 1865, 57231, 0, 76173, 105945, 3080, 114111, 0, 218631, 287577, 4224, 10486, 57, 745, 67998, 6112, 5100, 440, 2454]","[0, 0, 118595, 45619, 2251, 0, 0, 0, 0, 2476, 57316, 0, 0, 0, 1185, 144285, 0, 0, 0, 0, 8215, 0, 0, 0, 4455, 0, 193, 0]"
경기도,"['감귤_-', '감자_가을', '감자_봄', '고추_-', '단감_-', '당근_-', '대파_-', '땅콩_-', '마늘_-', '무_가을', '무_겨울', '무_봄', '배_-', '배추_가을', '배추_겨울', '배추_봄', '복숭아_-', '사과_-', '생강_-', '시금치_-', '양배추_-', '양파_-', '쪽파_-', '참깨_-', '포도_-']","[0.0, 15.0, 15261.0, 5740.0, 29.0, 433.0, 144146.0, 986.0, 6027.0, 210816.0, 0.0, 165892.0, 68668.0, 231181.0, 0.0, 93312.0, 14926.0, 5778.0, 92.0, 5428.0, 131.0, 1323.0, 26995.0, 1400.0, 65239.0]","[0.0, 32.0, 22573.0, 4960.0, 179.0, 557.0, 170778.0, 820.0, 4914.0, 178507.0, 0.0, 117552.0, 61648.0, 139400.0, 0.0, 100972.0, 17492.0, 6032.0, 391.0, 3212.0, 3542.0, 1374.0, 18359.0, 1288.0, 61964.0]","[0.0, 213.0, 18148.0, 4242.0, 232.0, 468.0, 158143.0, 666.0, 4601.0, 137252.0, 0.0, 116340.0, 56572.0, 136073.0, 0.0, 98158.0, 19044.0, 4658.0, 84.0, 2768.0, 904.0, 463.0, 19819.0, 763.0, 58611.0]","[0.0, 355.0, 23974.0, 4346.0, 35.0, 837.0, 189274.0, 508.0, 4652.0, 196075.0, 0.0, 123538.0, 70845.0, 171205.0, 0.0, 94092.0, 18283.0, 4356.0, 80.0, 3579.0, 1469.0, 1214.0, 17700.0, 840.0, 48665.0]","[0.0, 834.0, 32616.0, 4841.0, 91.0, 538.0, 126563.0, 635.0, 4807.0, 155055.0, 0.0, 79550.0, 75220.0, 153969.0, 0.0, 66336.0, 23427.0, 3836.0, 149.0, 4749.0, 2708.0, 2133.0, 18735.0, 921.0, 52328.0]","[0.0, 368.0, 27572.0, 4104.0, 0.0, 22.0, 141692.0, 654.0, 4282.0, 162592.0, 0.0, 94324.0, 73701.0, 173029.0, 0.0, 75552.0, 18664.0, 5060.0, 92.0, 2998.0, 1756.0, 782.0, 15490.0, 791.0, 51947.0]","[0.0, 483.0, 27544.0, 3881.0, 0.0, 256.0, 126464.0, 742.0, 4585.0, 118625.0, 0.0, 53926.0, 75124.0, 144678.0, 0.0, 48484.0, 19585.0, 3998.0, 117.0, 2587.0, 1964.0, 2439.0, 14080.0, 928.0, 49967.0]","[0.0, 1087.0, 31187.0, 3557.0, 128.0, 173.0, 136501.0, 774.0, 4827.0, 182253.0, 0.0, 78270.0, 83035.0, 188917.0, 0.0, 41164.0, 18482.0, 4773.0, 83.0, 3175.0, 1482.0, 1215.0, 9474.0, 822.0, 49112.0]","[0.0, 919.0, 33915.0, 3378.0, 13.0, 354.0, 123103.0, 899.0, 4917.0, 188691.0, 0.0, 51348.0, 76821.0, 215364.0, 0.0, 24550.0, 11330.0, 2995.0, 73.0, 2782.0, 2271.0, 917.0, 5252.0, 833.0, 41213.0]","[0.0, 1938.0, 38751.0, 3348.0, 35.0, 406.0, 107765.0, 1256.0, 3924.0, 109435.0, 0.0, 41394.0, 50505.0, 153864.0, 0.0, 13718.0, 9378.0, 2900.0, 282.0, 1491.0, 316.0, 1420.0, 5765.0, 638.0, 38836.0]","[0.0, 376.0, 39254.0, 3129.0, 43.0, 0.0, 160328.0, 818.0, 4930.0, 226223.0, 0.0, 46702.0, 54304.0, 233010.0, 0.0, 35174.0, 8162.0, 1952.0, 72.0, 2342.0, 3621.0, 4000.0, 9285.0, 386.0, 36981.0]","[0.0, 1003.0, 34574.0, 3176.0, 17.0, 358.0, 88538.0, 864.0, 5126.0, 146284.0, 0.0, 41784.0, 45750.0, 180015.0, 0.0, 18460.0, 6844.0, 2047.0, 134.0, 1403.0, 5521.0, 5178.0, 6349.0, 536.0, 30989.0]","[0.0, 913.0, 56714.0, 3577.0, 25.0, 238.0, 106042.0, 1161.0, 7405.0, 160553.0, 0.0, 70296.0, 47452.0, 198297.0, 0.0, 17108.0, 6237.0, 2784.0, 30.0, 1616.0, 4771.0, 4653.0, 9228.0, 506.0, 30464.0]","[0, 450, 48256, 2919, 0, 837, 120659, 958, 6330, 169493, 0, 119162, 49905, 181864, 0, 17136, 6151, 2272, 77, 812, 3034, 8853, 16878, 619, 29839]","[0, 601, 38338, 2635, 8, 884, 81167, 1105, 6054, 170647, 0, 129110, 48384, 148026, 0, 30508, 6816, 2740, 637, 2156, 5952, 8192, 17640, 602, 26707]","[0, 725, 54358, 2809, 33, 380, 92117, 1539, 6165, 122146, 0, 61568, 46144, 126596, 0, 21918, 12543, 2234, 1897, 1738, 1880, 13120, 15575, 853, 31707]","[0, 810, 39117, 2670, 36, 1166, 108700, 1794, 5918, 126798, 0, 73776, 44122, 137180, 0, 19274, 14515, 1762, 911, 1426, 2374, 12755, 10210, 855, 29462]","[0, 994, 43299, 2555, 27, 781, 118655, 926, 7493, 174620, 0, 79812, 36231, 142990, 0, 15020, 9309, 992, 360, 1751, 3136, 28031, 16001, 820, 26512]","[126, 1472, 51317, 2761, 117, 1036, 108150, 784, 8047, 163846, 0, 72882, 33076, 119551, 0, 20206, 7218, 1699, 1442, 2551, 3376, 32282, 14736, 1116, 28301]","[0, 0, 40759, 2586, 0, 0, 0, 0, 11087, 109649, 0, 0, 26255, 111503, 0, 0, 0, 1563, 0, 0, 0, 20525, 0, 437, 0]"
경상남도,"['감귤_-', '감자_가을', '감자_고랭지', '감자_봄', '고추_-', '단감_-', '당근_-', '대파_-', '땅콩_-', '마늘_-', '무_가을', '무_겨울', '무_고랭지', '무_봄', '배_-', '배추_가을', '배추_겨울', '배추_고랭지', '배추_봄', '복숭아_-', '사과_-', '생강_-', '시금치_-', '양배추_-', '양파_-', '쪽파_-', '참깨_-', '포도_-']","[0.0, 11308.0, 0.0, 48922.0, 2893.0, 102194.0, 9335.0, 19275.0, 446.0, 70713.0, 99791.0, 0.0, 8003.0, 63309.0, 31939.0, 131366.0, 0.0, 22141.0, 62653.0, 9241.0, 43588.0, 110.0, 18655.0, 859.0, 230375.0, 21366.0, 3064.0, 12478.0]","[54.0, 9548.0, 0.0, 47678.0, 2937.0, 98346.0, 12296.0, 31687.0, 459.0, 71678.0, 63910.0, 0.0, 7541.0, 56293.0, 21444.0, 90056.0, 0.0, 26454.0, 53330.0, 7806.0, 41094.0, 218.0, 13015.0, 3514.0, 190281.0, 23261.0, 1857.0, 11766.0]","[0.0, 7609.0, 0.0, 39244.0, 2590.0, 65641.0, 9727.0, 31518.0, 442.0, 63753.0, 66734.0, 0.0, 5910.0, 61762.0, 12993.0, 91837.0, 0.0, 22522.0, 76860.0, 7197.0, 28061.0, 145.0, 13696.0, 1047.0, 127140.0, 14087.0, 860.0, 8670.0]","[20.0, 15126.0, 0.0, 47273.0, 2768.0, 96813.0, 8498.0, 43551.0, 474.0, 62591.0, 88069.0, 0.0, 2820.0, 51278.0, 29709.0, 132369.0, 0.0, 22018.0, 81992.0, 6565.0, 33898.0, 316.0, 17902.0, 1269.0, 146649.0, 15291.0, 1840.0, 7091.0]","[0.0, 19960.0, 0.0, 67227.0, 2861.0, 144064.0, 5229.0, 26250.0, 437.0, 64423.0, 66285.0, 0.0, 2711.0, 46301.0, 29651.0, 116274.0, 0.0, 15933.0, 53687.0, 6074.0, 38952.0, 285.0, 17343.0, 533.0, 193610.0, 20740.0, 2068.0, 6714.0]","[0.0, 19514.0, 0.0, 45923.0, 2355.0, 117788.0, 8376.0, 43540.0, 422.0, 65644.0, 77944.0, 0.0, 2394.0, 36448.0, 37410.0, 128085.0, 0.0, 16731.0, 78103.0, 4310.0, 43731.0, 148.0, 20005.0, 6962.0, 167712.0, 19432.0, 1299.0, 6509.0]","[124.0, 15885.0, 219.0, 40660.0, 2275.0, 120337.0, 10369.0, 29594.0, 493.0, 70042.0, 51162.0, 0.0, 1951.0, 33849.0, 36579.0, 117973.0, 0.0, 7849.0, 57353.0, 4815.0, 49847.0, 118.0, 18327.0, 2320.0, 205558.0, 8655.0, 1429.0, 9226.0]","[166.0, 13528.0, 0.0, 39213.0, 2294.0, 117294.0, 15244.0, 27213.0, 503.0, 76193.0, 61197.0, 0.0, 1168.0, 46524.0, 35536.0, 116147.0, 0.0, 11155.0, 45225.0, 4596.0, 52399.0, 63.0, 18867.0, 2713.0, 196688.0, 7419.0, 1754.0, 7360.0]","[174.0, 13077.0, 0.0, 33163.0, 2285.0, 103162.0, 13644.0, 22023.0, 474.0, 79028.0, 47442.0, 0.0, 3819.0, 21299.0, 31087.0, 113425.0, 0.0, 5495.0, 39777.0, 3218.0, 53469.0, 92.0, 20415.0, 734.0, 271633.0, 6225.0, 859.0, 6307.0]","[136.0, 9516.0, 47.0, 32524.0, 2298.0, 99722.0, 15824.0, 20497.0, 547.0, 64393.0, 29882.0, 0.0, 3970.0, 9580.0, 22290.0, 97556.0, 0.0, 5703.0, 47171.0, 2935.0, 42239.0, 130.0, 22751.0, 1133.0, 306291.0, 4679.0, 758.0, 6144.0]","[84.0, 8047.0, 0.0, 39341.0, 2628.0, 98303.0, 13347.0, 37171.0, 626.0, 73812.0, 66212.0, 0.0, 806.0, 19614.0, 22534.0, 159840.0, 0.0, 4949.0, 94979.0, 3298.0, 41575.0, 168.0, 27260.0, 3414.0, 357453.0, 7122.0, 1239.0, 5294.0]","[0.0, 7329.0, 0.0, 37636.0, 2762.0, 110004.0, 17566.0, 13510.0, 548.0, 83981.0, 32101.0, 0.0, 281.0, 22951.0, 8511.0, 89924.0, 0.0, 4912.0, 40098.0, 2950.0, 39719.0, 299.0, 28461.0, 2545.0, 282022.0, 5124.0, 1025.0, 5203.0]","[0.0, 5786.0, 0.0, 44020.0, 2982.0, 97455.0, 14482.0, 22295.0, 694.0, 109090.0, 49372.0, 0.0, 961.0, 18283.0, 14682.0, 104633.0, 0.0, 1891.0, 42547.0, 3680.0, 57142.0, 413.0, 25792.0, 1228.0, 379299.0, 5089.0, 1491.0, 5817.0]","[0, 4963, 0, 33283, 2335, 123283, 7517, 15498, 686, 90254, 37698, 0, 0, 6764, 20268, 97289, 0, 944, 43520, 4040, 62716, 147, 24466, 2237, 383139, 3997, 1026, 5240]","[0, 3605, 0, 35441, 2234, 108433, 39182, 15815, 684, 72010, 49680, 0, 0, 15818, 11562, 77142, 0, 1276, 21188, 3880, 67491, 586, 21938, 5043, 247845, 3530, 1042, 6547]","[0, 6168, 0, 40637, 2110, 80455, 27546, 20865, 944, 69874, 23732, 0, 0, 20092, 8077, 49917, 0, 3431, 28119, 3319, 51134, 1429, 19330, 6600, 353063, 3158, 1343, 4243]","[0, 6488, 0, 36332, 1948, 68933, 27054, 26201, 886, 72649, 52047, 0, 187, 27351, 10104, 60723, 0, 300, 47280, 3941, 53782, 715, 13270, 2886, 239459, 4839, 1646, 4081]","[5, 7706, 0, 33978, 2024, 63782, 29468, 26753, 682, 79363, 44810, 0, 1327, 28141, 8166, 57021, 0, 0, 25878, 3862, 50461, 574, 13798, 3914, 361120, 8021, 1594, 4055]","[2, 8945, 0, 50973, 2237, 63656, 25666, 22277, 504, 97925, 48488, 0, 0, 26554, 5245, 44447, 0, 0, 25598, 4876, 62136, 301, 15915, 2881, 353752, 6520, 1361, 5023]","[0, 0, 0, 39276, 2186, 0, 0, 0, 0, 97511, 29908, 0, 0, 0, 2924, 61098, 0, 0, 0, 0, 48194, 0, 0, 0, 248082, 0, 1002, 0]"
